optimizer_seed,block_index,temperature,energy_eave,causal_precision,causal_recall,causal_f1,missing_relations_count,extra_relations_count,total_relations_target,total_relations_induced,correct_relations,induced_pairs_str
1962,3,25,595.5357122,0.5886075949,0.2711370262,0.371257485,250,65,343,158,93,0:1|0:2|0:4|0:5|0:7|0:8|0:9|0:13|0:18|0:19|0:21|0:22|0:24|0:25|0:28|0:30|0:32|0:33|0:34|0:35|1:4|1:5|1:18|1:22|1:28|1:30|1:32|1:33|2:4|2:5|2:7|2:8|2:9|2:13|2:18|2:19|2:21|2:22|2:24|2:25|2:28|2:30|2:32|2:33|2:34|2:35|3:4|3:5|3:7|3:13|3:18|3:19|3:21|3:22|3:24|3:28|3:30|3:32|3:33|3:34|3:35|5:18|5:30|6:7|6:8|6:9|6:13|6:18|6:19|6:21|6:22|6:24|6:25|6:28|6:30|6:32|6:33|6:34|6:35|7:13|7:18|7:22|7:30|7:34|8:18|8:30|8:32|9:18|9:22|9:28|9:30|9:32|9:33|10:11|10:13|10:18|10:22|10:29|10:30|10:34|11:13|11:18|11:30|12:18|12:22|12:25|12:28|12:30|12:32|15:17|15:18|15:22|15:28|15:30|15:32|16:17|16:18|16:26|16:30|16:31|16:32|19:21|19:22|19:28|19:30|19:33|20:21|20:22|20:24|20:28|20:29|20:30|20:32|20:33|20:34|21:22|21:30|22:30|23:24|23:25|23:28|23:30|23:32|23:33|23:34|23:35|24:28|24:30|24:32|24:33|25:28|25:30|25:32|27:28|27:30|27:32|28:30|29:30
1962,4,12.5,512.5459715,0.6043165468,0.2448979592,0.3485477178,259,55,343,139,84,0:1|0:2|0:5|0:6|0:7|0:8|0:9|0:11|0:15|0:18|0:20|0:23|0:24|0:26|0:29|0:30|0:31|0:32|0:34|1:8|1:18|1:20|1:26|2:7|2:11|2:18|2:20|2:26|2:30|2:34|3:8|3:18|3:20|3:24|3:26|4:17|4:20|4:29|4:31|4:34|5:7|5:8|5:9|5:11|5:18|5:20|5:23|5:26|5:29|5:30|5:31|5:32|5:34|6:7|6:8|6:9|6:11|6:15|6:18|6:20|6:23|6:24|6:26|6:29|6:30|6:32|6:34|7:20|8:20|9:11|9:18|9:20|9:26|9:29|9:30|9:34|10:20|11:18|11:20|11:26|11:30|11:34|12:18|12:20|12:24|12:26|13:15|13:16|13:18|13:20|13:23|13:24|13:26|13:29|13:30|13:32|13:34|13:35|14:18|14:20|14:24|14:25|14:26|15:18|15:20|15:23|15:24|15:26|15:30|15:34|16:18|16:20|16:23|16:24|16:26|16:29|16:30|16:32|16:34|17:20|18:20|19:27|21:29|21:31|21:34|22:26|22:29|22:30|22:31|22:34|23:26|23:30|23:34|28:29|28:30|28:31|28:34|32:34|33:34
1962,5,6.25,412.0946839,0.6230769231,0.472303207,0.5373134328,181,98,343,260,162,0:8|0:10|0:15|0:18|0:21|0:23|0:24|0:25|0:28|0:29|0:30|0:33|0:34|0:35|1:8|1:9|1:10|1:15|1:16|1:18|1:21|1:23|1:24|1:25|1:28|1:29|1:30|1:33|1:34|1:35|2:8|2:10|2:11|2:13|2:21|2:23|2:24|2:28|2:29|2:30|2:33|2:34|2:35|3:10|3:17|3:20|3:22|3:23|3:24|3:25|3:26|3:30|3:33|3:34|3:35|4:5|4:8|4:9|4:10|4:15|4:16|4:18|4:19|4:20|4:21|4:23|4:24|4:25|4:28|4:29|4:30|4:32|4:33|4:34|4:35|5:8|5:10|5:15|5:18|5:19|5:20|5:21|5:23|5:24|5:25|5:29|5:30|5:33|5:34|5:35|6:7|6:8|6:9|6:10|6:11|6:15|6:16|6:18|6:19|6:20|6:21|6:23|6:24|6:25|6:28|6:29|6:30|6:33|6:34|6:35|7:8|7:10|7:11|7:15|7:18|7:21|7:23|7:24|7:25|7:28|7:29|7:30|7:33|7:34|7:35|8:10|8:24|8:30|8:33|8:34|8:35|9:10|9:15|9:18|9:21|9:23|9:24|9:25|9:28|9:29|9:30|9:33|9:34|9:35|10:24|10:33|10:35|11:21|11:23|11:24|11:28|11:29|11:30|11:33|11:34|11:35|12:13|12:21|12:23|12:24|12:28|12:29|12:30|12:33|12:34|12:35|13:21|13:24|13:28|13:30|13:33|13:34|13:35|14:15|14:18|14:21|14:23|14:24|14:25|14:28|14:29|14:30|14:33|14:34|14:35|15:23|15:24|15:30|15:33|15:34|15:35|16:18|16:21|16:23|16:24|16:25|16:28|16:29|16:30|16:33|16:34|16:35|17:22|17:25|17:30|17:33|17:35|18:21|18:23|18:24|18:29|18:30|18:33|18:34|18:35|19:23|19:24|19:25|19:30|19:33|19:34|19:35|20:23|20:24|20:25|20:30|20:33|20:34|20:35|21:24|21:33|21:35|22:33|23:30|23:33|23:35|24:33|24:35|25:30|25:33|26:30|26:33|26:34|26:35|27:30|27:33|27:34|27:35|28:33|28:35|29:30|29:33|29:34|29:35|30:33|31:33|32:33|32:34|32:35|34:35
1962,6,3.125,313.1734017,0.6333333333,0.443148688,0.5214408233,191,88,343,240,152,0:2|0:5|0:9|0:10|0:12|0:13|0:15|0:19|0:21|0:22|0:23|0:24|0:25|0:27|0:29|0:30|0:31|0:33|0:34|0:35|1:5|1:9|1:10|1:13|1:15|1:16|1:17|1:19|1:20|1:21|1:22|1:23|1:24|1:26|1:27|1:30|1:33|1:34|1:35|2:9|2:10|2:15|2:19|2:21|2:22|2:24|2:27|2:29|2:33|2:34|2:35|3:5|3:9|3:10|3:11|3:12|3:13|3:15|3:19|3:21|3:22|3:23|3:24|3:25|3:27|3:29|3:30|3:31|3:33|3:34|3:35|4:5|4:9|4:10|4:13|4:15|4:19|4:21|4:22|4:23|4:24|4:27|4:30|4:33|4:34|4:35|5:9|5:15|5:22|5:23|5:24|5:27|5:33|5:35|6:9|6:10|6:13|6:15|6:16|6:17|6:19|6:20|6:21|6:22|6:23|6:24|6:26|6:27|6:30|6:33|6:34|6:35|7:9|7:10|7:15|7:19|7:21|7:22|7:23|7:24|7:25|7:27|7:29|7:31|7:33|7:34|7:35|8:9|8:10|8:13|8:15|8:16|8:19|8:21|8:22|8:23|8:24|8:27|8:29|8:30|8:33|8:34|8:35|9:35|10:15|10:19|10:22|10:27|10:34|10:35|11:12|11:15|11:19|11:21|11:22|11:23|11:24|11:25|11:27|11:29|11:31|11:33|11:34|11:35|12:15|12:19|12:21|12:22|12:23|12:24|12:25|12:27|12:29|12:31|12:33|12:34|12:35|13:15|13:19|13:21|13:22|13:23|13:24|13:27|13:30|13:33|13:34|13:35|14:15|14:19|14:22|14:24|14:27|14:31|14:34|14:35|15:35|17:23|17:24|17:30|17:33|17:35|18:19|18:21|18:22|18:23|18:24|18:27|18:29|18:30|18:33|18:34|18:35|19:27|19:35|21:22|21:24|21:27|21:34|21:35|22:35|23:24|23:33|23:35|25:27|25:29|25:34|25:35|26:30|26:33|26:35|27:35|28:32|28:34|28:35|29:34|29:35|31:34|31:35|34:35
1962,7,1.5625,261.2646413,0.6610169492,0.4548104956,0.5388601036,187,80,343,236,156,0:1|0:6|0:10|0:11|0:12|0:14|0:16|0:18|0:25|0:26|0:28|0:30|0:31|0:32|0:34|0:35|1:6|1:10|1:11|1:12|1:14|1:16|1:18|1:25|1:26|1:28|1:31|1:32|1:34|1:35|2:28|2:30|2:34|2:35|3:6|3:10|3:11|3:12|3:14|3:16|3:18|3:20|3:25|3:26|3:28|3:31|3:32|3:34|3:35|4:6|4:11|4:12|4:14|4:16|4:18|4:20|4:25|4:26|4:28|4:31|4:32|4:34|4:35|5:6|5:12|5:15|5:18|5:23|5:25|5:26|5:28|5:29|5:31|5:32|5:33|5:34|5:35|6:28|6:31|6:32|6:34|6:35|7:10|7:11|7:12|7:14|7:16|7:18|7:25|7:26|7:28|7:30|7:31|7:32|7:34|7:35|8:12|8:16|8:18|8:25|8:26|8:28|8:31|8:32|8:34|8:35|9:12|9:15|9:18|9:23|9:25|9:26|9:28|9:29|9:31|9:32|9:33|9:34|9:35|10:11|10:12|10:14|10:16|10:18|10:25|10:26|10:28|10:31|10:32|10:34|10:35|11:12|11:16|11:18|11:25|11:26|11:28|11:31|11:32|11:34|11:35|12:18|12:25|12:26|12:28|12:34|12:35|13:16|13:18|13:25|13:26|13:28|13:30|13:31|13:32|13:34|13:35|14:16|14:18|14:25|14:26|14:28|14:31|14:32|14:34|14:35|15:28|15:29|15:31|15:32|15:34|16:18|16:25|16:28|16:34|16:35|17:28|17:30|17:34|17:35|18:28|18:34|18:35|19:25|19:26|19:28|19:30|19:34|19:35|20:25|20:26|20:28|20:31|20:32|20:34|20:35|21:32|22:25|22:26|22:28|22:30|22:31|22:34|22:35|23:25|23:26|23:28|23:31|23:32|23:34|23:35|24:25|24:26|24:28|24:30|24:31|24:32|24:34|24:35|25:28|25:34|25:35|26:28|26:34|26:35|27:28|27:30|27:31|27:32|27:34|27:35|29:31|29:32|29:34|31:34|33:34
1962,8,0.78125,220.3473174,0.7007575758,0.5393586006,0.6095551895,158,79,343,264,185,0:3|0:5|0:7|0:8|0:13|0:14|0:15|0:16|0:17|0:18|0:19|0:20|0:21|0:22|0:23|0:24|0:25|0:27|0:28|0:31|0:32|0:34|0:35|1:7|1:8|1:13|1:17|1:18|1:19|1:21|1:22|1:24|1:25|1:27|1:28|1:29|1:31|1:32|1:34|1:35|2:7|2:8|2:13|2:14|2:15|2:16|2:17|2:18|2:19|2:20|2:21|2:22|2:24|2:25|2:27|2:28|2:29|2:31|2:32|2:34|2:35|3:8|3:13|3:14|3:15|3:16|3:17|3:18|3:19|3:20|3:21|3:22|3:23|3:24|3:25|3:27|3:28|3:31|3:32|3:34|3:35|4:7|4:8|4:13|4:15|4:16|4:17|4:18|4:19|4:21|4:22|4:24|4:25|4:27|4:28|4:29|4:31|4:32|4:34|4:35|5:18|5:19|5:20|5:23|5:24|5:31|5:35|6:12|6:15|6:18|6:19|6:20|6:21|6:23|6:24|6:25|6:27|6:31|6:32|6:34|6:35|7:8|7:13|7:17|7:22|7:24|7:25|7:27|7:28|7:31|7:34|7:35|8:24|8:25|8:27|8:34|9:12|9:15|9:18|9:19|9:20|9:21|9:23|9:24|9:25|9:27|9:31|9:34|9:35|10:12|10:15|10:17|10:18|10:19|10:20|10:21|10:22|10:23|10:24|10:25|10:27|10:28|10:31|10:32|10:34|10:35|11:12|11:13|11:14|11:15|11:17|11:18|11:19|11:20|11:21|11:22|11:23|11:24|11:25|11:27|11:28|11:31|11:32|11:34|11:35|12:19|12:20|12:23|12:24|12:35|13:17|13:22|13:24|13:25|13:27|13:28|13:31|13:34|13:35|14:15|14:17|14:18|14:19|14:21|14:22|14:24|14:25|14:27|14:28|14:31|14:32|14:34|14:35|15:18|15:19|15:24|15:31|15:35|16:17|16:18|16:19|16:21|16:22|16:24|16:25|16:27|16:28|16:31|16:32|16:34|16:35|17:22|17:24|17:25|17:27|17:34|17:35|18:24|18:31|18:35|19:24|19:35|20:35|21:24|21:31|21:35|22:24|22:25|22:27|22:34|23:24|23:35|26:27|26:28|26:29|26:34|26:35|28:34|29:34|30:35|31:35|32:34|32:35|33:35
1987,1,100,322.5500596,0.6055045872,0.1924198251,0.2920353982,277,43,343,109,66,1:2|1:3|1:8|1:12|1:14|1:15|1:20|1:22|1:26|1:29|1:30|1:34|3:8|3:14|3:15|3:22|3:34|4:5|4:8|4:12|4:14|4:15|4:16|4:20|4:22|4:25|4:29|4:34|5:8|5:14|5:15|5:20|5:22|5:25|5:34|6:8|6:14|6:15|6:19|6:20|6:22|6:25|6:27|6:34|7:8|7:9|7:10|7:12|7:14|7:15|7:20|7:22|7:25|7:27|7:29|7:32|7:34|8:14|8:34|9:14|9:15|9:20|9:22|9:25|9:27|9:34|10:14|10:15|10:20|10:22|10:25|10:27|10:34|11:12|11:14|11:15|11:22|11:26|11:34|12:14|12:22|12:34|15:34|16:20|16:22|16:25|16:29|16:34|18:20|18:22|18:26|18:29|18:30|18:34|19:34|20:34|23:26|23:34|24:34|25:34|26:34|27:34|28:29|28:32|28:34|29:34|30:34|31:34|32:34
1987,2,50,444.8486095,0.5209580838,0.2536443149,0.3411764706,256,80,343,167,87,0:3|0:5|0:11|0:12|0:17|0:23|0:25|0:27|0:28|0:29|1:3|2:3|2:5|2:6|2:9|2:11|2:12|2:16|2:17|2:20|2:23|2:25|2:26|2:27|2:28|2:29|2:33|4:5|4:6|4:9|4:10|4:11|4:12|4:16|4:17|4:18|4:20|4:21|4:22|4:23|4:25|4:26|4:27|4:28|4:29|4:30|4:32|4:33|4:35|5:11|5:17|6:11|6:12|6:16|6:17|6:20|6:23|6:25|6:27|6:28|6:29|6:33|7:9|7:11|7:12|7:16|7:17|7:20|7:23|7:25|7:26|7:27|7:28|7:29|7:33|8:9|8:11|8:12|8:16|8:17|8:20|8:23|8:25|8:26|8:27|8:28|8:29|8:33|9:11|9:12|9:16|9:17|9:20|9:23|9:25|9:27|9:28|9:29|9:33|10:11|10:12|10:16|10:17|10:20|10:23|10:25|10:33|12:17|12:23|13:17|14:16|14:17|14:20|14:23|14:25|14:27|14:28|14:29|14:32|14:33|14:34|14:35|15:20|16:17|16:20|16:23|16:25|16:33|18:20|18:21|18:22|18:23|18:25|18:27|18:28|18:29|18:33|18:35|19:20|19:23|19:25|19:27|19:28|19:29|21:23|21:25|21:27|21:28|21:29|21:33|22:23|22:25|22:27|22:28|22:29|22:33|22:35|26:27|26:28|26:29|26:33|27:28|30:33|30:35|32:33|32:35|34:35
1987,3,25,548.0369189,0.6211180124,0.2915451895,0.3968253968,243,61,343,161,100,0:9|0:11|0:12|0:25|0:27|0:28|0:31|0:35|1:2|1:4|1:6|1:11|1:12|1:17|1:21|1:25|1:26|1:27|1:28|1:30|1:31|1:34|1:35|2:11|2:12|2:25|2:27|2:28|2:31|2:35|3:4|3:6|3:9|3:11|3:12|3:13|3:16|3:17|3:21|3:25|3:26|3:27|3:28|3:30|3:31|3:35|4:11|4:12|4:25|4:27|4:28|4:31|4:35|5:11|5:12|5:25|5:27|5:28|5:31|5:35|6:11|6:12|6:25|6:26|6:27|6:28|6:30|6:35|7:9|7:11|7:12|7:13|7:16|7:21|7:25|7:26|7:27|7:28|7:30|7:31|7:35|8:9|8:11|8:12|8:13|8:16|8:21|8:25|8:26|8:27|8:28|8:30|8:31|8:35|9:11|9:12|9:25|9:27|9:28|9:31|9:35|10:11|10:12|10:17|10:25|10:26|10:30|10:34|13:25|13:27|13:28|13:31|13:35|14:17|14:18|14:23|14:34|15:24|15:28|15:29|16:21|16:25|16:26|16:27|16:28|16:30|16:31|16:35|19:24|19:25|19:27|19:28|19:31|19:35|20:21|20:25|20:26|20:27|20:28|20:30|20:31|20:35|21:25|21:27|21:28|21:31|21:35|22:24|22:25|22:26|22:27|22:28|22:30|22:31|22:35|23:34|24:28|27:28|27:35|32:35|33:35
1987,4,12.5,477.6520778,0.4928571429,0.2011661808,0.2857142857,274,71,343,140,69,0:3|0:4|0:13|0:14|0:19|0:20|0:23|0:29|0:35|1:3|1:10|2:3|2:10|2:14|2:17|2:20|2:22|2:23|2:26|2:29|2:30|2:34|2:35|4:19|5:8|5:10|5:13|5:14|5:18|5:20|5:22|5:23|5:25|5:29|5:35|6:10|6:14|6:20|6:22|6:23|6:29|6:35|7:10|7:13|7:14|7:19|7:20|7:22|7:23|7:29|7:35|8:10|8:14|8:20|8:22|8:23|8:29|8:35|9:10|9:11|9:13|9:14|9:15|9:16|9:17|9:18|9:20|9:22|9:23|9:25|9:29|9:30|9:34|9:35|11:13|11:14|11:15|11:18|11:20|11:22|11:23|11:25|11:29|11:35|12:19|12:35|13:35|14:29|15:18|15:20|15:22|15:23|15:29|15:35|16:18|16:20|16:22|16:23|16:25|16:29|16:35|18:20|18:22|18:23|18:29|18:35|20:23|20:29|20:35|21:22|21:23|21:24|21:25|21:26|21:29|21:30|21:31|21:34|21:35|22:29|23:29|24:29|24:30|24:34|24:35|25:29|25:35|27:34|28:29|28:30|28:31|28:32|28:34|28:35|30:34|31:34|31:35|32:34|32:35|33:34
1987,5,6.25,389.6941909,0.6186046512,0.387755102,0.476702509,210,82,343,215,133,0:2|0:5|0:11|0:18|0:23|0:28|0:30|0:35|1:2|1:3|1:4|1:5|1:6|1:9|1:11|1:16|1:18|1:21|1:23|1:25|1:26|1:28|1:29|1:30|1:32|1:33|1:34|1:35|2:11|2:18|2:23|2:35|3:4|3:5|3:11|3:16|3:18|3:21|3:23|3:25|3:26|3:28|3:29|3:30|3:32|3:34|3:35|4:5|4:11|4:18|4:23|4:25|4:28|4:29|4:35|5:18|5:23|6:11|6:16|6:18|6:21|6:23|6:25|6:26|6:28|6:29|6:30|6:32|6:33|6:34|6:35|7:9|7:11|7:16|7:18|7:21|7:23|7:25|7:26|7:28|7:29|7:30|7:32|7:33|7:34|7:35|8:11|8:13|8:18|8:20|8:23|8:25|8:26|8:27|8:28|8:29|8:30|8:32|8:34|8:35|9:11|9:16|9:18|9:21|9:23|9:25|9:26|9:28|9:29|9:30|9:32|9:34|9:35|10:11|10:18|10:21|10:22|10:23|10:25|10:26|10:28|10:29|10:30|10:31|10:32|10:33|10:34|10:35|11:18|11:35|12:16|12:18|12:21|12:23|12:25|12:26|12:28|12:29|12:30|12:32|12:34|12:35|13:18|13:23|13:35|14:22|14:24|14:28|14:33|14:35|15:18|15:21|15:22|15:23|15:25|15:28|15:29|15:30|15:31|15:32|15:33|15:34|15:35|16:18|16:23|16:25|16:26|16:28|16:29|16:30|16:32|16:34|16:35|17:18|17:20|17:23|17:30|17:35|19:22|19:23|19:28|19:29|19:33|19:35|20:23|21:23|21:25|21:28|21:29|21:35|22:33|22:35|24:33|24:35|25:28|25:35|26:28|26:29|26:30|26:32|26:34|26:35|27:28|27:30|27:35|28:35|29:35|30:35|31:33|31:34|31:35|32:34|32:35|33:35|34:35
1987,6,3.125,314.5767291,0.619047619,0.4927113703,0.5487012987,174,104,343,273,169,0:2|0:9|0:12|0:18|0:19|0:21|0:24|0:26|0:27|0:28|0:30|0:32|0:34|0:35|1:9|1:12|1:14|1:16|1:19|1:21|1:24|1:26|1:27|1:28|1:30|1:32|1:34|1:35|2:19|2:27|2:35|3:5|3:7|3:9|3:10|3:12|3:14|3:16|3:18|3:19|3:20|3:21|3:22|3:24|3:26|3:27|3:28|3:30|3:31|3:32|3:33|3:34|3:35|4:5|4:9|4:10|4:12|4:14|4:16|4:18|4:19|4:20|4:21|4:24|4:25|4:26|4:27|4:28|4:30|4:32|4:33|4:34|4:35|5:9|5:12|5:14|5:16|5:18|5:19|5:21|5:24|5:26|5:27|5:28|5:30|5:32|5:34|5:35|6:9|6:10|6:12|6:14|6:15|6:18|6:19|6:20|6:21|6:24|6:25|6:26|6:27|6:28|6:30|6:32|6:33|6:34|6:35|7:9|7:10|7:12|7:14|7:16|7:18|7:19|7:20|7:21|7:22|7:24|7:26|7:27|7:28|7:30|7:31|7:32|7:33|7:34|7:35|8:9|8:10|8:12|8:14|8:16|8:18|8:19|8:20|8:21|8:22|8:23|8:24|8:26|8:27|8:28|8:30|8:31|8:32|8:33|8:34|8:35|9:12|9:19|9:24|9:26|9:27|9:28|9:32|9:35|10:19|10:24|10:27|10:30|10:35|11:12|11:14|11:19|11:21|11:24|11:26|11:27|11:28|11:29|11:31|11:32|11:35|12:19|12:32|12:35|13:15|13:18|13:19|13:21|13:24|13:25|13:26|13:27|13:28|13:30|13:32|13:34|13:35|14:19|14:24|14:26|14:27|14:28|14:32|14:35|15:19|15:27|15:35|16:19|16:21|16:24|16:26|16:27|16:28|16:30|16:32|16:34|16:35|17:18|17:19|17:24|17:25|17:27|17:30|17:32|17:35|18:19|18:24|18:27|18:30|18:35|20:21|20:24|20:26|20:27|20:28|20:30|20:32|20:34|20:35|21:24|21:27|21:32|21:35|22:24|22:26|22:27|22:28|22:30|22:32|22:34|22:35|23:24|23:26|23:27|23:28|23:30|23:31|23:32|23:34|23:35|24:27|24:35|25:27|25:30|25:35|26:27|26:32|26:35|27:35|28:32|28:35|29:31|29:32|29:35|30:35|31:32|31:35|32:35|33:34|33:35|34:35
1987,7,1.5625,263.5178411,0.6475409836,0.4606413994,0.538330494,185,86,343,244,158,0:2|0:3|0:4|0:5|0:7|0:11|0:13|0:17|0:18|0:19|0:20|0:22|0:23|0:26|0:27|0:28|0:29|0:30|0:31|0:33|0:34|0:35|1:3|1:4|1:11|1:17|1:18|1:22|1:23|1:26|1:27|1:28|1:29|1:30|1:31|1:33|1:35|2:11|2:13|2:18|2:19|2:20|2:22|2:23|2:26|2:28|2:29|2:30|2:31|2:33|2:35|3:11|3:22|3:23|3:26|3:27|3:28|3:29|3:30|3:33|4:11|4:18|4:22|4:23|4:26|4:27|4:28|4:29|4:30|4:33|4:35|5:11|5:13|5:18|5:19|5:20|5:22|5:23|5:26|5:27|5:28|5:29|5:30|5:31|5:33|5:35|6:15|6:18|6:22|6:24|6:26|6:30|6:31|6:35|7:11|7:17|7:18|7:19|7:20|7:22|7:23|7:26|7:27|7:28|7:29|7:30|7:31|7:33|7:34|7:35|8:11|8:13|8:18|8:19|8:20|8:22|8:23|8:26|8:27|8:28|8:29|8:30|8:31|8:33|8:35|9:15|9:18|9:20|9:22|9:26|9:30|9:31|9:35|10:11|10:13|10:15|10:18|10:20|10:22|10:23|10:24|10:26|10:29|10:30|10:31|10:33|10:35|11:22|12:17|12:18|12:19|12:20|12:22|12:23|12:26|12:27|12:28|12:29|12:30|12:31|12:33|12:34|12:35|13:18|13:20|13:22|13:26|13:29|13:30|13:31|13:35|14:16|14:18|14:19|14:20|14:22|14:23|14:26|14:27|14:28|14:29|14:30|14:31|14:33|14:34|14:35|15:30|16:18|16:19|16:20|16:22|16:23|16:26|16:27|16:28|16:29|16:30|16:31|16:33|16:34|16:35|17:18|17:22|17:23|17:26|17:27|17:28|17:29|17:30|17:33|17:35|18:22|18:26|18:30|19:20|19:22|19:23|19:26|19:28|19:29|19:30|19:31|19:33|19:35|20:22|20:26|20:30|20:31|20:35|21:30|21:35|23:26|24:30|24:35|25:26|25:30|25:31|25:35|27:29|28:29|28:30|28:33|31:35|34:35
1987,8,0.78125,215.6289798,0.6133333333,0.2682215743,0.3732251521,251,58,343,150,92,0:10|0:13|0:15|0:16|0:18|0:19|0:22|0:23|0:24|0:25|0:28|0:30|1:13|1:23|1:31|1:32|2:12|2:17|2:19|2:21|2:33|2:35|3:13|3:23|3:32|4:9|4:10|4:13|4:15|4:16|4:17|4:18|4:19|4:20|4:22|4:23|4:24|4:25|4:28|4:30|4:34|5:19|5:21|5:33|5:35|6:9|6:10|6:13|6:14|6:16|6:17|6:18|6:19|6:20|6:21|6:22|6:23|6:24|6:25|6:26|6:28|6:29|6:30|6:34|6:35|7:10|7:13|7:23|7:24|7:31|7:32|8:9|8:10|8:14|8:16|8:17|8:19|8:21|8:22|8:24|8:25|8:26|8:28|8:29|8:30|8:33|8:34|8:35|9:17|9:19|9:22|9:34|10:24|11:13|11:19|11:22|11:23|11:24|11:28|12:19|12:21|12:33|12:35|13:23|14:16|14:17|14:19|14:22|14:24|14:25|14:26|14:28|14:30|14:34|15:19|15:22|15:23|15:24|15:28|15:30|16:19|16:22|16:24|16:28|16:30|17:19|18:19|18:22|18:23|18:24|18:28|18:30|20:22|20:23|20:24|20:25|20:28|20:30|20:34|25:30|26:28|26:30|26:34|27:28|27:29|27:30|27:34|29:30|29:34|33:35
2001,1,100,281.6646089,0.5606936416,0.2827988338,0.3759689922,246,76,343,173,97,0:2|0:6|0:13|0:23|0:24|0:25|0:26|0:28|0:34|1:2|1:6|1:7|1:8|1:13|1:15|1:19|1:23|1:24|1:25|1:26|1:28|1:29|1:31|1:34|2:13|2:23|2:24|2:26|2:28|3:6|3:7|3:8|3:13|3:15|3:18|3:19|3:23|3:24|3:25|3:26|3:28|3:29|3:31|3:34|4:6|4:7|4:13|4:23|4:24|4:25|4:26|4:28|4:31|4:34|6:13|6:28|7:13|7:28|7:34|8:13|8:23|8:24|8:25|8:26|8:28|8:31|8:34|9:13|9:23|9:24|9:25|9:26|9:28|9:30|9:34|10:12|10:13|10:15|10:18|10:19|10:23|10:24|10:25|10:26|10:28|10:29|10:31|10:34|11:13|11:17|11:24|11:28|12:13|12:15|12:18|12:19|12:23|12:24|12:25|12:26|12:28|12:29|12:31|12:34|14:24|14:28|14:34|15:23|15:24|15:25|15:26|15:28|15:31|15:34|16:23|16:24|16:25|16:26|16:27|16:28|16:30|16:34|18:19|18:23|18:24|18:25|18:26|18:28|18:29|18:31|18:34|19:23|19:24|19:25|19:26|19:28|19:29|19:31|19:34|20:24|20:28|20:29|20:31|20:34|21:23|21:24|21:25|21:26|21:28|21:29|21:31|21:34|22:23|22:24|22:25|22:26|22:28|22:29|22:31|22:34|23:24|23:26|23:28|24:28|25:26|25:28|26:28|27:28|29:31|29:34|30:34|31:34|32:33
2001,2,50,423.8315648,0.5641025641,0.1924198251,0.2869565217,277,51,343,117,66,0:17|0:18|1:9|1:13|1:18|1:19|2:10|2:13|2:18|2:19|2:30|2:31|3:4|3:7|3:8|3:10|3:11|3:13|3:14|3:18|3:19|3:24|3:29|3:30|3:31|3:32|3:33|3:34|4:7|4:8|4:10|4:13|4:14|4:18|4:19|4:24|4:30|4:31|4:34|5:8|5:12|5:18|5:19|5:23|5:27|5:30|5:31|6:10|6:13|6:14|6:18|6:19|6:31|6:35|7:13|7:18|7:19|7:30|7:31|8:19|8:30|8:31|9:18|10:13|10:18|10:19|11:13|11:18|11:19|11:30|11:31|12:19|12:30|12:31|13:18|14:18|14:19|15:18|15:19|15:23|15:30|15:31|16:18|16:19|16:31|16:35|20:23|20:27|20:30|20:31|21:31|21:35|22:29|22:30|22:31|22:35|23:30|23:31|24:30|24:31|25:30|25:31|25:32|25:33|25:34|26:29|26:30|26:31|26:34|26:35|27:30|27:31|28:30|28:31|29:31|30:31|33:34
2001,3,25,515.839069,0.5939393939,0.2857142857,0.3858267717,245,67,343,165,98,0:32|0:34|1:2|1:7|1:10|1:16|1:24|1:25|1:32|1:34|2:10|2:24|2:32|2:34|3:5|3:7|3:10|3:16|3:19|3:20|3:24|3:25|3:32|3:34|3:35|4:7|4:10|4:16|4:19|4:22|4:24|4:25|4:27|4:32|4:34|4:35|5:10|5:16|5:19|5:20|5:24|5:25|5:32|5:34|6:7|6:10|6:16|6:19|6:20|6:22|6:24|6:25|6:27|6:32|6:34|6:35|7:32|7:34|8:10|8:16|8:19|8:20|8:22|8:24|8:25|8:27|8:32|8:34|8:35|9:10|9:16|9:19|9:20|9:22|9:23|9:24|9:25|9:27|9:32|9:34|9:35|10:24|10:32|10:34|11:16|11:19|11:20|11:24|11:25|11:32|11:34|11:35|12:32|12:34|13:16|13:19|13:20|13:22|13:24|13:25|13:31|13:32|13:34|13:35|14:32|14:34|15:32|15:34|16:24|16:25|16:32|16:34|17:19|17:20|17:24|17:25|17:32|17:34|18:19|18:20|18:24|18:25|18:32|18:34|19:24|19:25|19:32|19:34|20:32|20:34|21:22|21:23|21:24|21:25|21:27|21:32|21:34|21:35|22:24|22:25|22:32|22:34|23:24|23:25|23:27|23:32|23:34|24:32|24:34|25:32|25:34|26:32|26:34|27:32|27:34|28:30|28:32|28:34|29:32|29:34|31:32|31:34|31:35|33:34|33:35
